Distance,Source System,L-Pad,M-pad,P-pad,Fed,Imp,All,Ind,Target/Sources,RES/rings,URL
129.08,Patal,,499,697,3,1,,3,Ocainn / 2,No rings,https://edtools.cc/pve?s=Ocainn&a=rt
129.23,Lobed,,353,,,5,,2,HIP 17298 / 2,3 rings,https://edtools.cc/pve?s=HIP+17298&a=rt
129.70,Bellite,,"2,578",,3,,,3,Bean / 2,No rings,https://edtools.cc/pve?s=Bean&a=rt
130.03,Prthi,"6,850",,198,3,,,4,HIP 35096 / 3,5 rings,https://edtools.cc/pve?s=HIP+35096&a=rt
130.06,Woriosolis,,595,895,5,,1,1,Gliese 3857 / 2,2 rings,https://edtools.cc/pve?s=Gliese+3857&a=rt
130.16,Quechua,118,,,,4,,3,HIP 13841 / 2,4 rings,https://edtools.cc/pve?s=HIP+13841&a=rt
130.19,Lalande 46867,481,,,1,,,6,Shapanidoog / 2,4 rings,https://edtools.cc/pve?s=Shapanidoog&a=rt
130.20,Daurtu,"34,340",,,2,,,5,HIP 32806 / 2,3 rings,https://edtools.cc/pve?s=HIP+32806&a=rt
130.30,Larrid,,552,551,1,,,3,HIP 72235 / 2,1 ring,https://edtools.cc/pve?s=HIP+72235&a=rt
130.60,Liu Hef,,"102,873",,2,,2,3,HR 8423 / 2,No rings,https://edtools.cc/pve?s=HR+8423&a=rt
130.83,HIP 30243,"6,704","6,661","5,046",1,,,6,Chuuahill / 2,4 rings,https://edtools.cc/pve?s=Chuuahill&a=rt
130.96,HIP 6978,361,,,2,,,5,Undin / 2,No rings,https://edtools.cc/pve?s=Undin&a=rt
131.05,Ernun,,76,,4,,1,2,Subra / 3,6 rings,https://edtools.cc/pve?s=Subra&a=rt
131.39,Njemari,33,44,145,2,1,,4,HIP 35096 / 3,5 rings,https://edtools.cc/pve?s=HIP+35096&a=rt
131.51,Sitlanei,"288,520","288,528","288,507",1,,,6,HIP 85129 / 2,6 rings,https://edtools.cc/pve?s=HIP+85129&a=rt
131.63,Nadunuvii,,320,635,2,,,5,HIP 68936 / 2,2 rings,https://edtools.cc/pve?s=HIP+68936&a=rt
131.84,HIP 88728,"2,484","2,982","1,747",3,,,4,Jala / 2,5 rings,https://edtools.cc/pve?s=Jala&a=rt
131.92,Xibe,265,939,375,1,,,6,Keiadjara / 2,2 rings,https://edtools.cc/pve?s=Keiadjara&a=rt
132.13,Changur,,404,"3,441",,4,,3,Jadliaura / 2,CNB,https://edtools.cc/pve?s=Jadliaura&a=rt
132.15,HIP 47468,603,"1,955",603,2,,,5,Subra / 3,6 rings,https://edtools.cc/pve?s=Subra&a=rt
132.24,Anandini,"1,212","1,188","1,203",1,,,6,Radgud / 2,1 ring,https://edtools.cc/pve?s=Radgud&a=rt
132.24,Yakat,,"1,229",39,2,,,5,HIP 98879 / 2,2 rings,https://edtools.cc/pve?s=HIP+98879&a=rt
132.30,Marigo,"50,024",,,3,,,4,HIP 53169 / 2,No rings,https://edtools.cc/pve?s=HIP+53169&a=rt
132.35,Chodhna,,121,304,3,,,1,Arek / 2,2 rings,https://edtools.cc/pve?s=Arek&a=rt
132.39,Haiurici,,489,489,1,,,6,Radgud / 2,1 ring,https://edtools.cc/pve?s=Radgud&a=rt
132.63,Musubia,378,"1,007",,1,,,6,Gliese 3857 / 2,2 rings,https://edtools.cc/pve?s=Gliese+3857&a=rt
132.69,HIP 12716,547,"1,699","4,267",,4,,3,HIP 13841 / 2,4 rings,https://edtools.cc/pve?s=HIP+13841&a=rt
132.82,Wuthnir,,468,"209,291",1,,2,2,Tvastyas / 2,No rings,https://edtools.cc/pve?s=Tvastyas&a=rt
132.85,HIP 66828,,722,522,1,,1,3,Kandiil / 2,4 rings,https://edtools.cc/pve?s=Kandiil&a=rt
132.91,Niju,126,,"11,102",1,,,5,HIP 36014 / 3,4 rings,https://edtools.cc/pve?s=HIP+36014&a=rt
132.93,Sankobuju,,"156,596","154,387",4,,1,2,Subra / 3,6 rings,https://edtools.cc/pve?s=Subra&a=rt
133.37,Binjakarex,,221,603,2,,1,4,HIP 39546 / 3,2 rings,https://edtools.cc/pve?s=HIP+39546&a=rt
133.50,Chen Zaihe,,91,164,1,,2,4,Quiara / 2,8 rings,https://edtools.cc/pve?s=Quiara&a=rt
133.62,HIP 53189,,"112,162","112,400",1,,2,3,Betse Aibes / 2,No rings,https://edtools.cc/pve?s=Betse+Aibes&a=rt
133.69,HIP 10322,"3,227",,"3,305",2,,,5,Guroji / 2,No rings,https://edtools.cc/pve?s=Guroji&a=rt
133.70,Iptera,,354,209,3,,,1,HR 4776 / 2,8 rings,https://edtools.cc/pve?s=HR+4776&a=rt
134.55,HIP 75132,,"1,365","1,889",2,,1,4,Quiara / 2,8 rings,https://edtools.cc/pve?s=Quiara&a=rt
134.66,HIP 41844,"5,544","5,569","5,491",3,,,4,Diakas / 2,No rings,https://edtools.cc/pve?s=Diakas&a=rt
134.89,L 286-71,,"12,778",,,4,,3,HR 8793 / 2,No rings,https://edtools.cc/pve?s=HR+8793&a=rt
134.90,14 Psi Cancri,414,738,"1,412",1,,1,5,HIP 39546 / 3,2 rings,https://edtools.cc/pve?s=HIP+39546&a=rt
134.97,HIP 3540,373,"1,251","221,493",2,,,5,HIP 4312 / 2,5 rings,https://edtools.cc/pve?s=HIP+4312&a=rt
135.02,78 Piscium,,,"3,930",1,,,6,Undin / 2,No rings,https://edtools.cc/pve?s=Undin&a=rt
135.63,Col 285 Sector WT-G a40-1,,,118,1,,,6,114 G. Aquilae / 3,3 rings,https://edtools.cc/pve?s=114+G.+Aquilae&a=rt
135.75,HIP 35310,,"58,537","57,986",4,,,3,HIP 35873 / 2,5 rings,https://edtools.cc/pve?s=HIP+35873&a=rt
135.89,Guambia,"1,406",851,213,2,,1,4,Mukulcana / 3,1 ring,https://edtools.cc/pve?s=Mukulcana&a=rt
135.93,Savantzil,5,9,5,2,,,5,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
136.17,Wolf 1434,,"1,150",660,1,,,5,Gliese 452.3 / 2,2 rings,https://edtools.cc/pve?s=Gliese+452.3&a=rt
136.76,HIP 48786,,"3,689","3,902",3,,,4,Gliese 9312 / 2,No rings,https://edtools.cc/pve?s=Gliese+9312&a=rt
137.15,Assiniguaye,,756,756,1,,,6,Gaoshe / 2,4 rings,https://edtools.cc/pve?s=Gaoshe&a=rt
137.36,Jawola,,"1,380",,3,,,4,HIP 72235 / 2,1 ring,https://edtools.cc/pve?s=HIP+72235&a=rt
137.45,Venicones,,23,23,2,,,4,HR 8276 / 2,5 rings,https://edtools.cc/pve?s=HR+8276&a=rt
137.47,Teliu Yuan,,420,"1,058",2,,,5,Haidjaram / 2,No rings,https://edtools.cc/pve?s=Haidjaram&a=rt
138.15,Yans,,6,10,3,,,4,Adnyan / 2,No rings,https://edtools.cc/pve?s=Adnyan&a=rt
138.27,Tonessmeta,,11,,4,,,3,Naduscapati / 2,1 ring,https://edtools.cc/pve?s=Naduscapati&a=rt
138.34,Shakpana,"1,659","2,254",923,,,,7,HIP 70973 / 2,9 rings,https://edtools.cc/pve?s=HIP+70973&a=rt
138.62,HIP 80364,"2,620","541,741","1,882",1,,,6,Ugrasin / 2,No rings,https://edtools.cc/pve?s=Ugrasin&a=rt
138.78,HIP 49846,"1,738",,"1,737",3,,,4,Gliese 9312 / 2,No rings,https://edtools.cc/pve?s=Gliese+9312&a=rt
138.94,Malali,,303,,2,,,5,Arek / 2,2 rings,https://edtools.cc/pve?s=Arek&a=rt
139.39,HIP 9349,,"2,286","1,689",4,,,3,Ocainn / 2,No rings,https://edtools.cc/pve?s=Ocainn&a=rt
139.48,HIP 71682,367,549,"1,511",1,,,6,Proxima / 2,No rings,https://edtools.cc/pve?s=Proxima&a=rt
139.65,HIP 109479,150,221,128,2,,,5,Nemepawe / 2,No rings,https://edtools.cc/pve?s=Nemepawe&a=rt
139.72,Arugundji,51,95,51,,2,,5,Seket / 2,2 rings,https://edtools.cc/pve?s=Seket&a=rt
139.77,HR 5322,"1,124",,"1,106",1,,,6,HIP 68936 / 2,2 rings,https://edtools.cc/pve?s=HIP+68936&a=rt
139.92,Aluru,,54,546,1,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
140.22,Galam,,31,53,,3,,4,Vivates / 2,No rings,https://edtools.cc/pve?s=Vivates&a=rt
140.42,Erlik,,"49,569","44,921",1,4,,2,Delta Phoenicis / 2,No rings,https://edtools.cc/pve?s=Delta+Phoenicis&a=rt
140.57,Hyades Sector HC-U c3-10,,,"21,331",1,,1,5,Mukulcana / 3,1 ring,https://edtools.cc/pve?s=Mukulcana&a=rt
140.64,Balangga,,64,65,3,,,4,Shapanidoog / 2,4 rings,https://edtools.cc/pve?s=Shapanidoog&a=rt
140.80,Kumui,,171,166,1,3,,3,Ao Jung Mu / 2,5 rings,https://edtools.cc/pve?s=Ao+Jung+Mu&a=rt
140.82,Hemang,402,,561,1,,,6,HIP 36014 / 3,4 rings,https://edtools.cc/pve?s=HIP+36014&a=rt
140.83,Iburodo,,9,"1,067",2,,,5,Selkana / 2,4 rings,https://edtools.cc/pve?s=Selkana&a=rt
140.98,Adeka,"191,777","191,786","191,773",1,,,6,HIP 69783 / 3,7 rings,https://edtools.cc/pve?s=HIP+69783&a=rt
141.12,Mbetatika,,434,434,,6,,1,Delta Phoenicis / 2,No rings,https://edtools.cc/pve?s=Delta+Phoenicis&a=rt
141.16,Nu Wanga,100,186,100,1,,,6,Arebelatja / 2,5 rings,https://edtools.cc/pve?s=Arebelatja&a=rt
141.67,HIP 68107,,"1,206",708,3,,,4,Ross 842 / 2,7 rings,https://edtools.cc/pve?s=Ross+842&a=rt
141.80,HIP 66262,931,"1,260",664,,,2,5,Tvastyas / 2,No rings,https://edtools.cc/pve?s=Tvastyas&a=rt
141.80,Himavisci,"1,506","1,888","1,889",1,,1,5,Sisi / 2,No rings,https://edtools.cc/pve?s=Sisi&a=rt
141.85,Sankopon,,"3,032","3,101",1,2,,4,HIP 4312 / 2,5 rings,https://edtools.cc/pve?s=HIP+4312&a=rt
141.92,Wanggu,,25,25,3,,,4,Nemepawe / 2,No rings,https://edtools.cc/pve?s=Nemepawe&a=rt
142.01,Kotian,445,,,,1,,6,Oxlahatta / 2,No rings,https://edtools.cc/pve?s=Oxlahatta&a=rt
142.06,Guan Zaihe,893,,86,2,,,4,Gliese 9119 / 2,3 rings,https://edtools.cc/pve?s=Gliese+9119&a=rt
142.08,HR 8788,,"2,259","1,212",1,,,6,Alcha / 2,1 ring,https://edtools.cc/pve?s=Alcha&a=rt
142.15,Col 285 Sector PE-G c11-6,,,299,3,,,4,19 Aquilae / 2,2 rings,https://edtools.cc/pve?s=19+Aquilae&a=rt
142.24,Cephei Sector CQ-Y b2,,,220,4,,,3,HIP 3509 / 2,No rings,https://edtools.cc/pve?s=HIP+3509&a=rt
142.24,Latuca,,170,,1,,,6,Guroji / 2,No rings,https://edtools.cc/pve?s=Guroji&a=rt
142.27,Ogowen,,"1,145","1,140",1,,,6,Cratanakulu / 2,1 ring,https://edtools.cc/pve?s=Cratanakulu&a=rt
142.39,Cubere,"1,039",202,202,1,,,6,Oxlahatta / 2,No rings,https://edtools.cc/pve?s=Oxlahatta&a=rt
142.92,Choujem,12,,"2,149",,,1,6,Mukulcana / 3,1 ring,https://edtools.cc/pve?s=Mukulcana&a=rt
142.97,HIP 87710,,666,639,1,,,6,Sinistra / 2,1 ring,https://edtools.cc/pve?s=Sinistra&a=rt
143.02,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
143.09,Mile,"16,204",,"2,491",2,,,6,Jala / 2,5 rings,https://edtools.cc/pve?s=Jala&a=rt
143.19,Sakpatsya,,"1,020",691,1,,,6,HIP 98879 / 2,2 rings,https://edtools.cc/pve?s=HIP+98879&a=rt
143.24,HIP 117865,26,476,26,,3,,4,Zhou Wang / 2,No rings,https://edtools.cc/pve?s=Zhou+Wang&a=rt
143.46,Xbal,283,391,282,1,,,6,HIP 36014 / 3,4 rings,https://edtools.cc/pve?s=HIP+36014&a=rt
143.47,HIP 90598,,195,64,1,1,,5,Fu Xianses / 2,4 rings,https://edtools.cc/pve?s=Fu+Xianses&a=rt
143.58,Yamuluntii,,"11,312",961,1,2,,1,HIP 31833 / 2,2 rings,https://edtools.cc/pve?s=HIP+31833&a=rt
143.65,Bogami,,264,264,2,,,5,T'ao Warla / 2,No rings,https://edtools.cc/pve?s=T%27ao+Warla&a=rt
143.65,Gluskabiku,231,,,4,,,3,Awngtei / 2,No rings,https://edtools.cc/pve?s=Awngtei&a=rt
143.67,HIP 68783,,"19,202",,3,,,4,HIP 69783 / 3,7 rings,https://edtools.cc/pve?s=HIP+69783&a=rt
143.69,Wolf 883,,97,"13,516",,,,6,Wolf 903 / 3,3 rings,https://edtools.cc/pve?s=Wolf+903&a=rt
143.97,HIP 5687,,"118,843",,4,,,3,Nan Yamanes / 3,3 rings,https://edtools.cc/pve?s=Nan+Yamanes&a=rt
144.07,HIP 10492,"2,267","2,533","2,415",,3,,4,Eskite / 2,5 rings,https://edtools.cc/pve?s=Eskite&a=rt
144.27,HD 13931,,"2,568",842,4,,,3,Bean / 2,No rings,https://edtools.cc/pve?s=Bean&a=rt
144.29,Carii,,309,"1,339",2,,,5,Arebelatja / 2,5 rings,https://edtools.cc/pve?s=Arebelatja&a=rt
144.35,Perci Bud,,"4,036",,3,,,3,HIP 14532 / 2,No rings,https://edtools.cc/pve?s=HIP+14532&a=rt
144.37,HIP 61224,268,,268,2,,,5,Cnepan / 2,No rings,https://edtools.cc/pve?s=Cnepan&a=rt
144.71,Trigosan,,281,"1,657",1,2,,4,Dragese / 2,1 ring,https://edtools.cc/pve?s=Dragese&a=rt
144.91,HIP 17621,"17,530","2,393",,1,4,,2,Dian / 2,No rings,https://edtools.cc/pve?s=Dian&a=rt
144.97,Beliu An,,"306,456",,2,,,5,Abriguaymir / 2,No rings,https://edtools.cc/pve?s=Abriguaymir&a=rt
145.07,Addovii,311,414,"1,045",3,,,4,T'ao Warla / 2,No rings,https://edtools.cc/pve?s=T%27ao+Warla&a=rt
145.45,Wari,18,23,18,1,,,6,Svantetit / 2,No rings,https://edtools.cc/pve?s=Svantetit&a=rt
145.46,Copityar,937,902,,,4,,3,Ao Jung Mu / 2,5 rings,https://edtools.cc/pve?s=Ao+Jung+Mu&a=rt
145.69,HIP 113980,"6,279","6,313","6,517",1,,,6,Wirnako / 2,No rings,https://edtools.cc/pve?s=Wirnako&a=rt
145.69,Wooptet,337,,"78,746",3,,,4,Gaoshe / 2,4 rings,https://edtools.cc/pve?s=Gaoshe&a=rt
146.03,HIP 47255,423,240,,3,,,4,Adnyan / 2,No rings,https://edtools.cc/pve?s=Adnyan&a=rt
146.06,Silvandumal,,340,340,5,,,2,HIP 3509 / 2,No rings,https://edtools.cc/pve?s=HIP+3509&a=rt
146.10,Dango,,"516,341","2,640",,4,,3,Zhou Wang / 2,No rings,https://edtools.cc/pve?s=Zhou+Wang&a=rt
146.10,HIP 62904,,236,236,2,,1,4,Umutei / 2,No rings,https://edtools.cc/pve?s=Umutei&a=rt
146.21,HIP 1427,"1,196",,"1,185",1,,,5,Cratanakulu / 2,1 ring,https://edtools.cc/pve?s=Cratanakulu&a=rt
146.24,Ts'ao Gong,,140,141,3,,,3,Abriguaymir / 2,No rings,https://edtools.cc/pve?s=Abriguaymir&a=rt
146.25,Lohra,,329,,,4,,3,Eskite / 2,5 rings,https://edtools.cc/pve?s=Eskite&a=rt
146.26,HIP 82206,604,"1,009",223,2,,,5,Ugrasin / 2,No rings,https://edtools.cc/pve?s=Ugrasin&a=rt
146.37,Belata,"1,406","1,160",,,2,,5,Hlock Ek / 2,No rings,https://edtools.cc/pve?s=Hlock+Ek&a=rt
146.82,Tauereks,158,30,30,2,,,5,HIP 35873 / 2,5 rings,https://edtools.cc/pve?s=HIP+35873&a=rt
147.13,Ngurui,,252,659,1,1,,5,Dian / 2,No rings,https://edtools.cc/pve?s=Dian&a=rt
147.22,HIP 107314,265,458,"5,776",3,,,4,Skadjero / 2,No rings,https://edtools.cc/pve?s=Skadjero&a=rt
147.27,Comane,,296,296,3,,,4,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
147.48,Gliese 3095,874,450,450,4,,,3,Hannos / 2,No rings,https://edtools.cc/pve?s=Hannos&a=rt
147.52,Lu Yai,,12,35,1,1,,4,Kanomota / 2,2 rings,https://edtools.cc/pve?s=Kanomota&a=rt
147.58,Angrboldoga,269,403,"1,820",,,,6,Xiriyanoar / 2,No rings,https://edtools.cc/pve?s=Xiriyanoar&a=rt
147.63,Arabarente,,13,24,1,3,,3,HIP 31833 / 2,2 rings,https://edtools.cc/pve?s=HIP+31833&a=rt
147.71,HIP 90451,380,391,483,1,,,6,Sakaere / 3,4 rings,https://edtools.cc/pve?s=Sakaere&a=rt
147.72,HIP 83222,,589,,1,,,6,Kwatyri / 2,No rings,https://edtools.cc/pve?s=Kwatyri&a=rt
147.75,Bacarelia,,351,"3,426",4,,,3,19 Aquilae / 2,2 rings,https://edtools.cc/pve?s=19+Aquilae&a=rt
147.90,Koira,"1,303",,"1,316",2,,,5,Naduscapati / 2,1 ring,https://edtools.cc/pve?s=Naduscapati&a=rt
148.03,Wilintae,145,203,145,1,,,6,Ewenks / 2,5 rings,https://edtools.cc/pve?s=Ewenks&a=rt
148.17,Ga Gautas,,25,"1,601",,1,,6,Seket / 2,2 rings,https://edtools.cc/pve?s=Seket&a=rt
148.18,Batani,,68,,3,,,3,Haidjaram / 2,No rings,https://edtools.cc/pve?s=Haidjaram&a=rt
148.29,Chacoc,,"1,393",,2,,2,2,Umutei / 2,No rings,https://edtools.cc/pve?s=Umutei&a=rt
148.33,HIP 58876,539,756,752,1,,3,3,Milelbis / 2,No rings,https://edtools.cc/pve?s=Milelbis&a=rt
148.53,HIP 97704,,"2,138","1,396",2,,,4,Allobog / 3,2 rings,https://edtools.cc/pve?s=Allobog&a=rt
148.64,Arietis Sector KC-V c2-20,,,78,,,,2,Ahemez / 2,4 rings,https://edtools.cc/pve?s=Ahemez&a=rt
148.69,Na Chac Og,312,423,238,,,,6,Atun / 2,No rings,https://edtools.cc/pve?s=Atun&a=rt
148.88,San Ti,,"4,675",,1,,,6,Wirnako / 2,No rings,https://edtools.cc/pve?s=Wirnako&a=rt
148.95,Baldemi,,220,220,3,,,2,Mangarai / 2,No rings,https://edtools.cc/pve?s=Mangarai&a=rt
149.05,Col 285 Sector BF-W a45-0,,,58,1,,,4,Sakaere / 3,4 rings,https://edtools.cc/pve?s=Sakaere&a=rt
149.19,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
149.21,Sokara,"11,381",,"1,927",2,,,5,Wolf 903 / 3,3 rings,https://edtools.cc/pve?s=Wolf+903&a=rt
149.35,Tata,303,,436,1,,,6,HR 6999 / 2,8 rings,https://edtools.cc/pve?s=HR+6999&a=rt
149.51,Camulus,39,7,13,,2,,4,Vivates / 2,No rings,https://edtools.cc/pve?s=Vivates&a=rt
149.53,Luang Te,,277,473,3,,,4,Narati Shi / 2,No rings,https://edtools.cc/pve?s=Narati+Shi&a=rt
149.61,Intener,,44,44,2,,,4,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
149.62,Lumanans,,334,,1,2,,3,Fu Xianses / 2,4 rings,https://edtools.cc/pve?s=Fu+Xianses&a=rt
149.70,Grebo,361,,362,1,,,6,Obates / 2,1 ring,https://edtools.cc/pve?s=Obates&a=rt
149.89,Cadubii,122,,"31,205",,3,,4,Xue Davokje / 2,4 rings,https://edtools.cc/pve?s=Xue+Davokje&a=rt
149.96,Agastii,,"3,603","3,602",2,,,5,Hannos / 2,No rings,https://edtools.cc/pve?s=Hannos&a=rt
150.10,Hun Nef,,"3,944",,2,1,,2,Skoll / 2,1 ring,https://edtools.cc/pve?s=Skoll&a=rt
150.24,HIP 106792,,"1,023","1,024",1,3,,3,Dragese / 2,1 ring,https://edtools.cc/pve?s=Dragese&a=rt
150.26,Rishtrigu,,373,"20,607",,5,,2,Hunte / 2,No rings,https://edtools.cc/pve?s=Hunte&a=rt
150.30,Karbacoc,,330,548,4,,,3,Ochosag / 2,2 rings,https://edtools.cc/pve?s=Ochosag&a=rt
150.43,Manit,64,64,64,3,,,4,Kwatyri / 2,No rings,https://edtools.cc/pve?s=Kwatyri&a=rt
150.50,HIP 33654,26,37,26,2,,,5,Ochosag / 2,2 rings,https://edtools.cc/pve?s=Ochosag&a=rt
150.54,Ross 335,,,"3,676",1,,,2,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
150.75,Bhariaborii,"5,491",,"4,086",1,,1,4,Sisi / 2,No rings,https://edtools.cc/pve?s=Sisi&a=rt
150.86,Parovii,,346,346,3,,,2,Wolf 903 / 3,3 rings,https://edtools.cc/pve?s=Wolf+903&a=rt
150.99,HIP 44212,,167,"2,458",2,,,2,Mangarai / 2,No rings,https://edtools.cc/pve?s=Mangarai&a=rt
150.99,HIP 66290,"2,162",,"2,153",1,,1,5,Matipu / 2,5 rings,https://edtools.cc/pve?s=Matipu&a=rt
151.09,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
151.12,HIP 51942,,602,"1,135",2,,1,4,Andine / 2,1 ring,https://edtools.cc/pve?s=Andine&a=rt
151.14,Chang Hsien,,853,"2,148",,2,,5,HIP 105439 / 2,3 rings,https://edtools.cc/pve?s=HIP+105439&a=rt
151.16,Bikoja,,351,,3,,1,3,Prajan / 2,3 rings,https://edtools.cc/pve?s=Prajan&a=rt
151.29,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
151.35,Luchunza,,296,"1,663",1,,,5,Nan Yamanes / 3,3 rings,https://edtools.cc/pve?s=Nan+Yamanes&a=rt
151.44,Heite,,439,439,2,,,4,Cnepan / 2,No rings,https://edtools.cc/pve?s=Cnepan&a=rt
151.51,HIP 61811,,"34,611",570,,,3,4,Milelbis / 2,No rings,https://edtools.cc/pve?s=Milelbis&a=rt
151.61,Nespeli,"1,769",,"1,167",2,,,5,Binbara / 2,No rings,https://edtools.cc/pve?s=Binbara&a=rt
151.68,Chimbia,,609,"1,231",,4,,3,HIP 105439 / 2,3 rings,https://edtools.cc/pve?s=HIP+105439&a=rt
151.83,Rusamai,,"1,798",,1,,,5,Sakaere / 3,4 rings,https://edtools.cc/pve?s=Sakaere&a=rt
151.93,Nyorenses,,353,"6,532",1,,,6,Bipewyan / 2,No rings,https://edtools.cc/pve?s=Bipewyan&a=rt
152.06,HIP 32728,"9,889",,429,,,,7,HIP 31183 / 2,No rings,https://edtools.cc/pve?s=HIP+31183&a=rt
152.17,Raijuhan,,668,915,2,,,3,Apademak / 2,No rings,https://edtools.cc/pve?s=Apademak&a=rt
152.21,HIP 103896,,"1,400","1,403",1,,,5,Arm / 3,No rings,https://edtools.cc/pve?s=Arm&a=rt
152.36,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
152.49,Krivasho,,79,"4,366",1,,,4,Ahemez / 2,4 rings,https://edtools.cc/pve?s=Ahemez&a=rt
152.56,Cava,244,,,,,,5,Atun / 2,No rings,https://edtools.cc/pve?s=Atun&a=rt
152.58,Palliyan,598,968,969,2,,,5,HIP 55288 / 2,5 rings,https://edtools.cc/pve?s=HIP+55288&a=rt
152.66,HIP 60501,,,"9,600",,,3,3,Prajan / 2,3 rings,https://edtools.cc/pve?s=Prajan&a=rt
152.67,Guanekagha,"1,050","1,382",556,1,,,5,Svantetit / 2,No rings,https://edtools.cc/pve?s=Svantetit&a=rt
152.68,Tapota,11,29,11,3,,,4,Ewenks / 2,5 rings,https://edtools.cc/pve?s=Ewenks&a=rt
152.71,Ixbaksha,,"8,784",196,2,,,5,Chakma / 3,No rings,https://edtools.cc/pve?s=Chakma&a=rt
152.75,HIP 39908,,85,139,1,,,6,Warri / 2,No rings,https://edtools.cc/pve?s=Warri&a=rt
152.91,Gucumadhyas,335,486,485,1,,,5,Nan Yamanes / 3,3 rings,https://edtools.cc/pve?s=Nan+Yamanes&a=rt
152.96,Lei Kax,,707,706,,7,,,Gudus / 2,No rings,https://edtools.cc/pve?s=Gudus&a=rt
153.12,Kpannon Di,,"1,629",,1,,,4,Adensu / 2,2 rings,https://edtools.cc/pve?s=Adensu&a=rt
153.16,Col 285 Sector HN-I c10-19,,,59,2,,,4,HIP 69783 / 3,7 rings,https://edtools.cc/pve?s=HIP+69783&a=rt
153.17,Wirari,,"28,588",611,3,,,3,HIP 86882 / 2,No rings,https://edtools.cc/pve?s=HIP+86882&a=rt
153.36,HIP 1976,,85,148,,4,,3,Tagoman / 2,No rings,https://edtools.cc/pve?s=Tagoman&a=rt
153.50,Barasi,,252,"1,372",,4,,3,Gudus / 2,No rings,https://edtools.cc/pve?s=Gudus&a=rt
153.58,Khasia,,100,99,5,,,2,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
153.64,Wenadou,,"1,825",,,3,,4,Camulus / 2,2 rings,https://edtools.cc/pve?s=Camulus&a=rt
153.69,Ramadillan,,"4,618","4,259",1,3,,2,Hlock Ek / 2,No rings,https://edtools.cc/pve?s=Hlock+Ek&a=rt
153.88,Bobole,,70,,2,,,2,Skadjero / 2,No rings,https://edtools.cc/pve?s=Skadjero&a=rt
153.91,31 Beta Leonis Minoris,,"1,759","2,322",4,,1,2,35 Leonis Minoris / 2,No rings,https://edtools.cc/pve?s=35+Leonis+Minoris&a=rt
153.93,Tibitou,"16,141",,,,3,,4,Kokopatji / 2,No rings,https://edtools.cc/pve?s=Kokopatji&a=rt
154.03,Jetes,78,216,216,1,,,6,Awngtei / 2,No rings,https://edtools.cc/pve?s=Awngtei&a=rt
154.05,Sapiety,"2,097","1,158","2,093",1,,,6,Kokomini / 2,No rings,https://edtools.cc/pve?s=Kokomini&a=rt
154.38,HIP 104294,,"2,561",,1,,,4,Jannos / 2,No rings,https://edtools.cc/pve?s=Jannos&a=rt
154.41,Iboraga,952,"1,253","1,245",,3,,4,Chang / 3,1 ring,https://edtools.cc/pve?s=Chang&a=rt
154.44,Wiyotset,,"36,562","38,698",1,,,5,HIP 2824 / 2,No rings,https://edtools.cc/pve?s=HIP+2824&a=rt
154.50,HIP 53070,,,127,1,,1,4,Andine / 2,1 ring,https://edtools.cc/pve?s=Andine&a=rt
154.51,HIP 87800,,597,633,3,,,4,HIP 86882 / 2,No rings,https://edtools.cc/pve?s=HIP+86882&a=rt
154.52,HIP 103931,,160,210,1,,,6,Jannos / 2,No rings,https://edtools.cc/pve?s=Jannos&a=rt
154.58,Liu Anan,"28,212",86,214,,1,,6,Umair / 2,1 ring,https://edtools.cc/pve?s=Umair&a=rt
154.62,Kalaa,,541,532,,,,7,Binbara / 2,No rings,https://edtools.cc/pve?s=Binbara&a=rt
154.94,Galit,"18,878",,"1,606",,,,7,Nemetu / 2,No rings,https://edtools.cc/pve?s=Nemetu&a=rt
154.99,HIP 70681,267,508,,1,,,6,Obates / 2,1 ring,https://edtools.cc/pve?s=Obates&a=rt
155.09,Carnates,,316,814,2,,,5,Kurui Xee / 2,No rings,https://edtools.cc/pve?s=Kurui+Xee&a=rt
155.12,1 Geminorum,,"2,571","3,419",3,,,4,Varrala / 2,No rings,https://edtools.cc/pve?s=Varrala&a=rt
155.35,Damnon,258,315,340,1,,2,4,Djaghom Dun / 3,1 ring,https://edtools.cc/pve?s=Djaghom+Dun&a=rt
